CustomerID,Recency,Frequency,Monetary,AvgOrderValue,TotalQuantity,AvgQuantityPerOrder,UniqueProducts,AvgUnitPrice,MaxSingleTransaction,MinSingleTransaction,StdOrderValue,TotalTransactionLines,UniqueInvoiceDays,FirstPurchaseDays,PurchaseSpan,AvgDaysBetweenPurchases,RevenuePerProduct,OrderValueGrowth,PurchaseConsistency,Cluster,PC1,PC2,Persona
12346,326,1,77183.6,77183.6,74215,74215.0,1,1.04,77183.6,77183.6,0.0,1,1,326,0,0.0,77183.6,0.0,1.0,0,2.441471246254716,17.566212514237534,Champion Customers
12347,2,7,4310.0,23.681318681318682,2458,13.505494505494505,103,2.644010989010989,249.60000000000002,5.04,23.28990231050118,182,7,367,365,52.142857142857146,41.84466019417476,244.56000000000003,1.0,0,4.194886164167907,0.14740209129542872,Champion Customers
12348,75,4,1797.24,57.97548387096774,2341,75.51612903225806,22,5.764838709677419,240.0,13.200000000000001,48.51485730087981,31,4,358,282,70.5,81.69272727272727,226.8,1.0,0,2.73920397284024,3.1401244139397133,Champion Customers
12349,19,1,1757.55,24.076027397260273,631,8.643835616438356,73,8.289041095890411,300.0,6.64,34.655912704589504,73,1,19,0,0.0,24.076027397260273,293.36,1.0,2,-0.014485814343519527,1.206234852509615,At Risk / Lapsed Customers
12350,310,1,334.4,19.670588235294115,197,11.588235294117647,17,3.841176470588235,40.0,8.5,7.275538185065964,17,1,310,0,0.0,19.670588235294115,31.5,1.0,2,-2.581867106769626,0.7358157544588743,At Risk / Lapsed Customers
12352,36,8,2506.04,29.482823529411764,536,6.305882352941176,59,15.93070588235294,376.5,9.9,51.68790029756352,85,7,297,260,32.5,42.475254237288134,366.6,0.875,0,3.327825778004852,1.0875503839965746,Champion Customers
12353,204,1,89.0,22.25,20,5.0,4,6.074999999999999,39.8,11.6,12.215427404174878,4,1,204,0,0.0,22.25,28.199999999999996,1.0,2,-4.039045615599082,1.3377106797090261,At Risk / Lapsed Customers
12354,232,1,1079.4,18.610344827586207,530,9.137931034482758,58,4.5037931034482765,54.08,8.5,8.679742086377074,58,1,232,0,0.0,18.610344827586207,45.58,1.0,2,-1.3816953008268094,0.1906317727312856,At Risk / Lapsed Customers
12355,214,1,459.4,35.33846153846154,240,18.46153846153846,13,4.203846153846154,120.0,17.700000000000003,29.70352219466962,13,1,214,0,0.0,35.33846153846154,102.3,1.0,2,-1.6288063918352769,2.6170210223976427,At Risk / Lapsed Customers
12356,23,3,2811.43,47.65135593220339,1591,26.966101694915253,53,3.201186440677966,324.0,3.75,48.5722968956169,59,3,326,302,100.66666666666667,53.04584905660377,320.25,1.0,0,3.1096137099013412,1.7826405736283857,Champion Customers
12357,33,1,6207.67,47.38679389312977,2708,20.671755725190838,131,3.3486259541984733,237.60000000000002,10.08,39.56476161876249,131,1,33,0,0.0,47.38679389312977,227.52,1.0,0,1.0827614632461016,1.9632110338826705,Champion Customers
12358,2,2,1168.06,61.47684210526315,248,13.052631578947368,13,8.27421052631579,160.0,9.36,52.27752321904825,19,2,151,149,74.5,89.85076923076923,150.64,1.0,0,1.3221338748762066,2.3878286012568934,Champion Customers
12359,58,4,6372.58,25.695887096774193,1622,6.540322580645161,214,8.620403225806452,290.0,6.959999999999999,31.33620817089572,248,4,332,274,68.5,29.77841121495327,283.04,1.0,0,3.488147214240159,0.06623595785695208,Champion Customers
12360,52,3,2662.06,20.63612403100775,1165,9.031007751937985,105,3.5496899224806198,160.0,5.04,21.39461772670865,129,3,201,148,49.333333333333336,25.35295238095238,154.96,1.0,1,2.1263560592347996,-0.03499025195970155,Loyal Regular Customers
12361,287,1,189.9,18.990000000000002,91,9.1,10,3.335,23.4,15.0,3.280396317520186,10,1,287,0,0.0,18.990000000000002,8.399999999999999,1.0,2,-3.7423717503269085,0.5255543371616194,At Risk / Lapsed Customers
12362,3,10,5226.23,19.647481203007516,2229,8.3796992481203,201,3.94093984962406,60.0,2.88,9.664671282056695,266,10,296,292,29.2,26.00114427860696,57.12,1.0,1,3.6229287494933597,-1.577921712823659,Loyal Regular Customers
12363,110,2,552.0,24.0,408,17.73913043478261,23,2.3117391304347827,69.36,13.200000000000001,15.751238912311859,23,2,242,132,66.0,24.0,56.16,1.0,1,-0.03510721461854169,0.9645274939700453,Loyal Regular Customers
12364,8,4,1313.1,15.448235294117646,1506,17.71764705882353,70,1.910235294117647,64.8,5.04,8.910810071730502,85,4,112,104,26.0,18.75857142857143,59.76,1.0,1,1.4779775293035375,-0.5760007265032354,Loyal Regular Customers
12365,291,2,641.38,29.153636363636362,174,7.909090909090909,22,17.150454545454547,320.69,5.04,65.1966351414414,22,1,291,0,0.0,29.153636363636362,315.65,0.5,2,-0.07043100739510592,2.1085447536821027,At Risk / Lapsed Customers
12367,4,1,168.9,15.354545454545455,173,15.727272727272727,11,3.2,23.4,9.9,5.648958069655612,11,1,4,0,0.0,15.354545454545455,13.499999999999998,1.0,2,-3.4866891087870697,0.33804981557710884,At Risk / Lapsed Customers
12370,51,4,3545.69,21.231676646706585,2353,14.089820359281438,143,2.800299401197605,163.2,1.25,21.116236420001904,167,4,360,309,77.25,24.795034965034965,161.95,1.0,1,3.087156816737562,-0.4290292120342572,Loyal Regular Customers
12371,45,2,1887.96,29.96761904761905,591,9.380952380952381,63,3.8742857142857146,360.0,4.68,44.277857887191665,63,2,60,14,7.0,29.96761904761905,355.32,1.0,0,1.215480485112393,1.2899318224070688,Champion Customers
12372,72,3,1298.04,24.962307692307693,794,15.26923076923077,34,3.001346153846154,70.80000000000001,10.08,16.38258168926466,52,3,297,224,74.66666666666667,38.17764705882353,60.72000000000001,1.0,1,1.1684054742629775,0.668042325063412,Loyal Regular Customers
12373,311,1,364.6,26.042857142857144,197,14.071428571428571,14,4.582142857142857,40.0,8.5,10.26028296848613,14,1,311,0,0.0,26.042857142857144,31.5,1.0,2,-2.486720307307995,1.2371916372775291,At Risk / Lapsed Customers
12374,25,1,742.9300000000001,22.513030303030305,342,10.363636363636363,33,4.21969696969697,120.0,5.04,19.77401063973374,33,1,25,0,0.0,22.513030303030305,114.96,1.0,2,-1.24422808546587,0.968688903161571,At Risk / Lapsed Customers
12375,11,2,457.5,26.91176470588235,178,10.470588235294118,14,6.912941176470589,62.400000000000006,8.5,14.672205115154863,17,2,98,87,43.5,32.67857142857143,53.900000000000006,1.0,1,-0.39503998734680157,0.8397901322332363,Loyal Regular Customers
12377,315,2,1628.12,21.144415584415583,944,12.25974025974026,72,2.718831168831169,80.0,5.04,15.531661592534688,77,2,355,39,19.5,22.612777777777776,74.96,1.0,1,0.6533837653002889,0.13928547129316815,Loyal Regular Customers
12378,130,1,4008.62,18.30420091324201,2529,11.547945205479452,219,2.9974429223744297,69.36,4.68,8.958342412809236,219,1,130,0,0.0,18.30420091324201,64.68,1.0,1,0.0915047396189005,-0.4468690716317969,Loyal Regular Customers
12379,82,2,852.24,21.306,407,10.175,39,2.86625,76.19999999999999,8.5,12.201029969133439,40,2,170,88,44.0,21.852307692307694,67.69999999999999,1.0,1,0.14651452280314572,0.27019984209862674,Loyal Regular Customers
12380,22,4,2724.81,26.200096153846154,1127,10.836538461538462,77,3.378653846153846,157.92000000000002,7.800000000000001,27.08885288224848,104,4,186,164,41.0,35.387142857142855,150.12,1.0,1,2.43191180555455,0.4986455751951162,Loyal Regular Customers
12381,5,5,1845.31,21.21045977011494,808,9.28735632183908,70,4.683218390804598,240.0,4.5,25.892950235134975,87,5,120,115,23.0,26.361571428571427,235.5,1.0,1,2.522178563490559,0.20927055090230584,Loyal Regular Customers
12383,185,5,1850.56,18.69252525252525,1532,15.474747474747474,84,3.086969696969697,72.0,5.04,12.680055152091024,99,5,352,167,33.4,22.03047619047619,66.96,1.0,1,1.8020969614958247,-0.2937813307998367,Loyal Regular Customers
12384,29,2,585.27,21.676666666666666,126,4.666666666666667,26,7.87925925925926,80.0,6.64,17.295302608156128,27,2,122,92,46.0,22.510384615384616,73.36,1.0,1,-0.2555882490052918,0.17127188066932364,Loyal Regular Customers
12386,338,2,401.9,40.19,354,35.4,10,2.391,75.0,17.700000000000003,22.821064830546362,10,2,367,29,14.5,40.19,57.3,1.0,2,-0.677502630827866,2.501722696239686,At Risk / Lapsed Customers
12388,16,6,2780.66,27.8066,1462,14.62,57,2.7777,81.36,9.36,16.84279813241532,100,6,327,311,51.833333333333336,48.783508771929824,72.0,1.0,1,2.665047268038184,0.36444671448504024,Loyal Regular Customers
12390,80,1,549.84,17.1825,353,11.03125,32,3.996875,45.0,7.800000000000001,7.172142344268664,32,1,80,0,0.0,17.1825,37.2,1.0,2,-2.0593864587573094,0.26133641387398404,At Risk / Lapsed Customers
12391,22,1,460.89,4.6089,300,3.0,92,2.4599,29.5,0.83,5.523439108549907,100,1,22,0,0.0,5.009673913043478,28.67,1.0,2,-2.2306535541238377,-2.614947296593137,At Risk / Lapsed Customers
12393,72,4,1582.6000000000001,24.728125000000002,816,12.75,47,2.2796875,141.60000000000002,10.2,18.045403220237354,64,4,333,260,65.0,33.67234042553192,131.40000000000003,1.0,1,1.8995336842290393,0.6987766260493737,Loyal Regular Customers
12394,64,2,1272.48,47.12888888888889,819,30.333333333333332,26,3.3707407407407404,266.24,6.8,64.92458923381407,27,2,217,153,76.5,48.941538461538464,259.44,1.0,0,1.7314514684377593,2.4742115514439518,Champion Customers
12395,19,12,3018.63,19.350192307692307,2118,13.576923076923077,91,3.9688461538461537,76.5,2.5,12.640153861413182,156,11,371,351,29.25,33.17175824175824,74.0,0.9166666666666666,1,3.4705174557092495,-0.7708587939883011,Loyal Regular Customers
12397,36,2,2409.9,19.126190476190477,1263,10.023809523809524,110,3.4682539682539684,127.5,5.04,15.703009487720134,126,2,135,99,49.5,21.90818181818182,122.46,1.0,1,1.5933093293799878,-0.22015567524775162,Loyal Regular Customers
12398,46,1,1635.6599999999999,19.24305882352941,1394,16.4,85,1.992705882352941,200.0,6.64,22.43008874276701,85,1,46,0,0.0,19.24305882352941,193.36,1.0,2,-0.019688371794097503,0.924072041229388,At Risk / Lapsed Customers
12399,119,4,1108.65,18.790677966101697,1178,19.966101694915253,47,2.1145762711864404,70.2,8.4,10.491168020243927,59,4,262,142,35.5,23.588297872340426,61.800000000000004,1.0,1,1.1423379869925583,0.19880687381498335,Loyal Regular Customers
12401,303,1,84.3,16.86,11,2.2,5,9.68,25.5,10.95,5.419340365764086,5,1,303,0,0.0,16.86,14.55,1.0,2,-4.626776344123411,0.33960737325530566,At Risk / Lapsed Customers
12402,323,1,225.6,20.509090909090908,94,8.545454545454545,11,3.290909090909091,35.400000000000006,9.899999999999999,7.2340105813379285,11,1,323,0,0.0,20.509090909090908,25.500000000000007,1.0,2,-3.14253198963634,0.8345765750879997,At Risk / Lapsed Customers
12403,50,1,427.7,85.53999999999999,96,19.2,5,7.080000000000001,166.0,9.9,64.97959679776415,5,1,50,0,0.0,85.53999999999999,156.1,1.0,2,-1.6829286523451867,3.9592411419899776,At Risk / Lapsed Customers
12405,149,1,1710.39,31.67388888888889,857,15.87037037037037,54,3.5442592592592597,320.0,9.959999999999999,42.769103308331616,54,1,149,0,0.0,31.67388888888889,310.04,1.0,0,0.16064804232653757,2.1349711514582874,Champion Customers
12406,22,2,3415.3,32.52666666666667,1818,17.314285714285713,92,2.487047619047619,145.0,5.04,23.678103145939364,105,2,184,161,80.5,37.12282608695652,139.96,1.0,1,2.2728558693582332,0.639515157033062,Loyal Regular Customers
